column_0_cat,column_1_int,column_2_float,column_3_int,column_4_float,column_5_float,column_6_int,column_7_cat,column_8_cat,column_9_date
Elizabeth,9,83.35366925526367,9,82.92027851382704,88.77429629038447,0,pig,Tokyo,2020-07-19
Elizabeth,3,46.86769530903958,6,84.4249194731488,49.20041711665763,6,pig,Madrid,2020-11-17
Elizabeth,6,59.025253944281395,3,51.516003877610096,96.15773710753317,0,pig,Lisbon,2020-09-19
Mary,2,5.073244695672951,7,31.43727808848653,41.44173962968672,8,pig,Nairobi,2020-06-05
William,2,99.47082481248427,3,53.244489288413334,6.927087575416435,7,fish,Nairobi,2020-07-29
Mary,2,71.01333172387511,3,8.914941252364706,82.1799048680274,5,turkey,Madrid,2020-05-21
Elizabeth,7,1.2838863828217195,3,38.30976767186433,51.89120694171583,6,turkey,Madrid,2020-04-16
Elizabeth,3,76.90379186622869,5,98.69164075560533,28.593868988295558,9,crab,Tokyo,2020-10-20
William,6,6.012261363355398,3,88.06002243977078,91.62123388445865,8,fish,Moscow,2020-08-22
William,1,6.735804052047034,2,45.87251504229018,34.07574960232091,9,crab,Lisbon,2020-03-16
William,6,22.767803544223643,1,76.54353371644805,50.65179986806325,0,fish,Nairobi,2020-04-16
Ahmed,2,13.810737538285577,7,2.7939073890662525,29.118957643260313,0,turkey,Madrid,2020-08-14
Elizabeth,1,63.78590399471249,6,66.34232539023176,65.87016968737043,8,fish,Lisbon,2020-03-13
Ahmed,3,45.274821668611075,7,62.31821906544637,94.02811018738207,9,deer,Nairobi,2020-01-28
William,2,63.806143451153794,0,16.494672961053492,26.494234245088112,9,fish,Lisbon,2020-02-25
Elizabeth,9,16.610937617005405,1,25.23650945920378,48.9133777159345,2,fish,Moscow,2020-04-03
Susan,5,55.37096453709771,8,69.52907495928238,9.49215284343362,6,deer,Tokyo,2020-05-17
Elizabeth,6,34.8204396977318,4,99.52388843349466,25.22921956865777,9,turkey,Moscow,2020-07-03
William,6,56.75066862402961,3,54.5325771881715,71.85333659952687,9,pig,Tokyo,2020-03-27
Elizabeth,5,7.914962219614141,1,90.80883436572617,9.584222255086017,4,turkey,Tokyo,2020-03-15
Susan,4,98.15814132097051,9,19.606343646505575,97.15841733221077,2,crab,Nairobi,2020-03-09
Elizabeth,0,81.22688009464014,2,33.703138011880704,6.519120426122993,4,turkey,Moscow,2020-02-03
Mary,3,36.73942510870638,8,26.970706606477236,20.583629081920396,3,pig,Moscow,2020-03-18
Ahmed,1,62.86167488349277,9,82.76114198295488,68.40917221112865,5,crab,Madrid,2020-09-14
William,1,13.113592158046139,3,3.6819398052538754,45.44214316375068,3,pig,Tokyo,2020-04-30
William,0,97.74672749566942,7,61.43165220400619,73.35484038389775,9,turkey,Lisbon,2020-12-04
Mary,1,87.49621334510836,9,62.06111860554613,43.37401740968109,2,turkey,Moscow,2020-03-31
Mary,1,2.344638520931386,0,39.191427695108736,20.62958302513134,3,deer,Tokyo,2020-06-05
Elizabeth,3,81.91021431065212,7,85.07477332165853,97.52320262739943,0,crab,Lisbon,2020-05-26
Mary,5,83.41068335495557,3,59.12909464766396,92.37339005199176,8,pig,Nairobi,2020-01-23
Susan,4,1.489979108994044,0,86.44227892119781,11.267518381932396,9,turkey,Madrid,2020-02-12
Mary,5,18.25671597361802,9,96.83762465850249,61.967713070358855,4,fish,Nairobi,2020-02-09
Mary,9,9.328086326515816,0,5.240912654669172,42.63281112506677,5,crab,Madrid,2020-12-08
Elizabeth,9,37.55880148140884,3,29.867521865747825,50.72549051029696,7,turkey,Moscow,2020-09-12
William,6,27.122584915829805,6,70.89762537586849,82.60188086212175,5,fish,Tokyo,2020-10-08
Elizabeth,9,19.74527938383669,4,74.1842099014886,84.56903536890108,9,turkey,Madrid,2020-05-30
William,2,6.930779814751564,6,39.88175943690763,66.98858348688485,9,turkey,Moscow,2020-08-02
Elizabeth,9,92.74234329833085,5,43.5706990689207,36.26491777835146,5,pig,Nairobi,2020-11-21
Ahmed,8,54.92615721543687,1,60.58844195903311,88.82239253688925,4,fish,Lisbon,2020-11-28
Ahmed,1,97.91591328167291,9,62.77767151751339,5.929107164875413,9,fish,Tokyo,2020-03-03
William,9,3.9913097400617326,3,15.942487131784333,51.47763406000413,2,crab,Lisbon,2020-11-09
Elizabeth,0,40.329750615803704,3,29.790197341156254,41.3228948829401,8,turkey,Lisbon,2020-02-05
Elizabeth,8,16.810158693335875,7,55.77902017027172,68.50513904525812,6,crab,Moscow,2020-11-20
Elizabeth,8,4.980806779282121,9,62.41216249465451,93.45465278235669,6,pig,Tokyo,2020-04-23
Ahmed,4,46.06788310979948,8,50.004719809677326,89.86634146221782,6,turkey,Lisbon,2020-03-23
Susan,7,17.163675739590023,2,51.5093360768337,64.70355618368038,4,deer,Madrid,2020-04-29
Susan,6,55.2144455857428,3,4.855520998069263,5.667703947121505,6,pig,Nairobi,2020-01-17
Ahmed,7,90.47206253313992,6,84.97316883508385,72.50207486148432,6,turkey,Moscow,2020-02-29
Elizabeth,2,58.04675469694692,1,3.278631788220243,25.90390943126284,8,fish,Nairobi,2020-12-17
Mary,1,9.602203044060664,9,60.90642827218953,30.88539226967232,4,deer,Nairobi,2020-04-28
Susan,9,10.634635101631817,7,66.4429381600702,91.18428196981652,6,deer,Lisbon,2020-12-14
Susan,4,76.13525144174478,8,36.16297933470032,74.65523212678289,8,pig,Nairobi,2020-05-01
Ahmed,3,50.84601055283658,2,12.42410247825989,0.7507146751213556,9,fish,Tokyo,2020-01-01
William,1,91.27504800509728,0,70.69640434039567,94.05034950022618,7,crab,Moscow,2020-04-19
Mary,0,64.15945333323467,8,76.29684217780681,2.2422377687194572,8,pig,Moscow,2020-01-22
William,0,55.6692640956588,7,63.414178746654336,27.016859594490896,3,fish,Moscow,2020-05-03
Elizabeth,1,59.59712503042995,2,32.13313401506238,48.873605603309564,1,fish,Madrid,2020-02-14
Mary,4,72.53845481358219,9,72.42695466205184,74.66742433775512,1,crab,Madrid,2020-08-30
Elizabeth,8,73.57804853673304,0,89.44330205646949,81.82504949453414,4,fish,Lisbon,2020-04-09
Mary,3,68.18158429574984,6,79.67209091231673,94.44973405640359,0,deer,Moscow,2020-07-05
Elizabeth,9,45.22416589106981,9,21.621599835801895,87.03486621666168,9,fish,Nairobi,2020-11-02
Elizabeth,5,67.71733794998896,6,91.41086476456884,83.88145118033815,6,turkey,Tokyo,2020-02-23
Mary,9,67.61658791839021,3,14.032525740022184,70.09716907153263,7,turkey,Tokyo,2020-08-29
Mary,6,89.73984655164435,0,63.01878341557776,20.86440768848131,1,pig,Lisbon,2020-06-02
Mary,5,20.727945570367822,3,24.414386875892202,17.12225539325657,4,deer,Nairobi,2020-10-20
William,8,73.67380907232702,7,88.7467214497725,17.560898624548148,1,fish,Nairobi,2020-05-17
Elizabeth,6,54.44905280979058,0,52.48582550652409,81.24882809339111,5,deer,Moscow,2020-12-27
William,5,97.41267127636746,6,98.60194101674526,75.69017525933063,5,turkey,Madrid,2020-01-21
Ahmed,7,97.11141144012046,1,58.094696254194744,79.25258223085396,9,crab,Lisbon,2020-12-04
Susan,0,45.36017450026498,8,28.61019504035882,46.022279080998906,8,turkey,Tokyo,2020-10-07
Mary,8,23.43334536611189,9,88.13525865892385,1.3517467083236645,4,crab,Nairobi,2020-05-11
William,2,30.03418962661194,5,74.55942831233605,20.596578042515333,4,pig,Moscow,2020-02-18
William,3,73.68430939569303,0,86.95075452367169,5.3334835485931436,2,crab,Lisbon,2020-09-28
Mary,6,72.84896252598297,0,22.24457623327837,70.20644137176019,4,crab,Nairobi,2020-12-19
Susan,8,71.94170533854047,7,53.69264963666516,9.473441415970862,8,crab,Tokyo,2020-09-18
William,2,6.867822413753755,8,13.064135116292974,0.2712515306177665,8,fish,Moscow,2020-07-22
Elizabeth,2,64.21973343234917,6,93.93060391487762,38.36957087891777,5,pig,Lisbon,2020-10-14
Susan,2,38.9157428109054,0,47.50094235009583,29.378568591920118,9,crab,Madrid,2020-06-04
Ahmed,1,12.58881619740404,3,15.633123971926421,18.479930837201366,7,deer,Lisbon,2020-02-10
Elizabeth,6,3.494281961430279,0,21.9918128827719,46.50781516080449,4,fish,Madrid,2020-07-15
Elizabeth,7,15.246767599447375,3,4.182015110361448,29.688564404974816,9,pig,Lisbon,2020-02-24
Mary,5,94.7576254446075,1,52.95100704721947,89.11269270377797,1,fish,Madrid,2020-07-25
Ahmed,5,10.218119485288756,9,87.28801909399543,21.60058784187108,1,crab,Nairobi,2020-03-24
William,8,24.563375627627014,6,58.34090475805252,44.367177265024615,5,pig,Moscow,2020-01-06
Elizabeth,3,37.22517225144156,4,63.98617960750158,32.25351528279443,1,pig,Nairobi,2020-06-14
Elizabeth,6,79.98370866948645,8,99.85839202424394,60.810134559105435,3,turkey,Moscow,2020-06-09
William,7,24.593067992890628,1,99.50217838630454,49.50004548421023,5,deer,Lisbon,2020-03-05
Mary,9,59.83196874786856,5,4.503612070633722,52.37404710162396,4,turkey,Lisbon,2020-04-27
Susan,6,97.0230701880843,1,23.50606625128021,14.033402296328346,0,pig,Moscow,2020-06-11
Ahmed,8,8.27564874632223,2,39.630738839096345,10.404354923634763,5,pig,Lisbon,2020-01-13
Susan,7,65.12083386827986,3,10.285490236114326,30.502477947824026,2,fish,Nairobi,2020-01-22
Ahmed,2,66.14794845146977,9,55.782972230142214,40.27809219633157,9,fish,Nairobi,2020-12-14
Mary,5,83.37531790742952,5,89.78427216211965,34.729963686033415,8,crab,Tokyo,2020-05-13
Susan,7,57.31808048138567,5,42.38152311611492,54.367514270059246,0,crab,Moscow,2020-12-22
Ahmed,2,49.07687396787961,6,74.23945411103968,65.21057649247473,0,fish,Tokyo,2020-06-25
Ahmed,7,25.26072478801674,4,76.72615127333535,33.23396637402273,1,fish,Madrid,2020-04-24
Ahmed,7,89.20840805982199,7,46.625101034149885,15.910591775198068,9,crab,Moscow,2020-08-23
Ahmed,5,22.749652002303623,1,3.389772510596478,35.384170156382964,2,turkey,Tokyo,2020-08-11
Mary,4,92.39782942707791,6,37.56070440985225,79.57171559839959,5,fish,Lisbon,2020-06-18
Susan,0,89.41386358838156,1,9.994446150197733,96.9423184261831,9,turkey,Tokyo,2020-11-14
Mary,5,93.36206172523079,8,66.8221536139448,69.48491590103326,0,crab,Moscow,2020-12-16
Susan,7,2.065666665271504,8,72.67298301386789,6.92408074699572,3,crab,Moscow,2020-06-09
William,4,45.147411746223106,3,18.937389150798335,25.445092622142205,7,crab,Lisbon,2020-12-28
Ahmed,5,0.823759402873836,6,31.13359132848896,65.39195098767505,2,turkey,Tokyo,2020-09-08
Susan,9,65.69752322276132,3,65.17594723460934,85.78691890850573,3,crab,Nairobi,2020-03-08
Mary,3,57.4028776134851,9,15.209395880670318,75.06043226924947,1,fish,Lisbon,2020-01-13
Ahmed,9,53.87206931057547,3,92.34590889098706,75.12239688963791,0,deer,Moscow,2020-04-01
Elizabeth,8,83.75302076872222,1,43.037320923558696,30.354608790108017,1,pig,Nairobi,2020-12-16
Susan,8,12.02575670308439,4,83.78033684775548,52.59294512764758,0,turkey,Nairobi,2020-12-01
Elizabeth,9,54.24566261538561,2,35.28441779437732,64.29586143636436,7,pig,Tokyo,2020-07-14
Susan,9,63.70965776789264,1,79.17812117933623,7.832262445733596,8,pig,Moscow,2020-08-08
Mary,2,11.005520753612396,7,4.929452719840066,24.142035685766984,7,crab,Lisbon,2020-10-07
Susan,7,24.26406811467351,0,95.30867668374586,37.508363541811285,0,crab,Tokyo,2020-07-09
William,5,49.216749000753644,2,8.091479405684222,6.908568448159047,9,deer,Madrid,2020-02-20
William,4,5.795641542359553,3,26.881191810184855,52.82612597773301,4,crab,Moscow,2020-07-28
Elizabeth,0,59.22914137969428,9,49.833839571542406,85.39028618962453,7,crab,Moscow,2020-11-15
Elizabeth,0,14.118831908821662,0,32.208322438319335,70.44817492809624,6,turkey,Moscow,2020-07-01
Mary,5,16.466725823866422,4,22.233557551725447,9.211422568022842,5,fish,Nairobi,2020-08-07
Elizabeth,3,87.53647893068762,3,69.29121144399278,50.742210101113116,8,crab,Tokyo,2020-12-04
Ahmed,0,16.114605542936545,3,72.44837355328839,4.023825003146531,4,pig,Moscow,2020-07-25
William,9,90.77516764853084,9,72.42898199420885,82.62790675617111,1,crab,Nairobi,2020-07-29
Mary,3,55.733038290551185,0,19.02646006184645,13.048470641521448,2,deer,Lisbon,2020-01-25
Elizabeth,7,56.358179824107026,7,72.42942841734161,91.24585766083962,8,pig,Tokyo,2020-09-14
Mary,8,42.504137534424125,1,61.95273007264669,42.58072825681373,6,fish,Madrid,2020-10-28
William,8,25.937075444010883,3,74.3860569747165,7.375085039291973,9,pig,Nairobi,2020-04-17
Ahmed,9,51.60674905822859,0,70.98839601274622,95.3755148945676,6,deer,Nairobi,2020-08-22
Susan,0,94.04835660832343,8,35.038994719268324,90.78851848567527,4,turkey,Nairobi,2020-12-28
William,4,68.07154067372913,5,58.97574084766426,26.176513582495765,7,pig,Lisbon,2020-06-05
William,5,50.28688130813372,8,94.72152004835989,69.89359640172795,2,fish,Madrid,2020-11-25
Mary,1,89.34328546883256,1,60.20953280417069,37.486458440036586,2,deer,Lisbon,2020-06-04
Susan,7,79.66669727523072,9,54.447503639284655,40.63639667583957,5,pig,Lisbon,2020-04-01
William,2,5.8022247411883665,4,22.533657790049777,37.5869966076376,1,crab,Moscow,2020-07-16
Susan,3,66.24566932056094,5,33.29663147481297,83.04998971201243,2,deer,Madrid,2020-03-30
Susan,1,79.66859723433241,7,82.04060117159935,86.60006814119373,4,fish,Lisbon,2020-12-31
Elizabeth,8,97.41101549551011,3,92.27924588095394,1.2226607092192143,1,deer,Madrid,2020-07-05
Ahmed,1,78.41039594264818,0,32.67134149304106,21.49979261851165,7,crab,Nairobi,2020-09-17
Elizabeth,7,92.56124317558249,6,96.84994779073284,59.29267469767514,0,turkey,Moscow,2020-09-18
Ahmed,4,60.97821095512369,1,94.12681659032532,40.61756892784641,8,pig,Lisbon,2020-08-27
Susan,4,28.12716153530477,9,25.95314554358026,74.63800646382758,1,turkey,Madrid,2020-12-20
Mary,7,88.75475423783826,6,72.50571995127889,23.08150326525795,1,crab,Madrid,2020-05-23
Ahmed,0,26.84740890168823,9,63.38090785145252,1.4187918148544254,0,deer,Tokyo,2020-10-23
Susan,1,76.17936875695382,7,70.32531602760675,17.544398416454797,3,fish,Tokyo,2020-08-18
Susan,4,69.84146835075128,7,69.56479344046386,83.69932218124666,6,deer,Madrid,2020-05-05
Susan,6,1.435564028806402,9,49.08163687912168,57.08487809047346,0,fish,Nairobi,2020-09-22
Mary,5,74.52289832129449,8,61.45313313591419,36.35351478101975,0,crab,Moscow,2020-11-01
Mary,1,64.07744588473102,1,93.39395433432124,60.68783931438726,6,fish,Madrid,2020-04-10
William,8,0.5543911011992475,5,41.210448897655226,22.19047246225314,8,turkey,Lisbon,2020-04-15
Elizabeth,7,98.85971134366223,8,79.79990352456262,27.32612277459393,6,crab,Lisbon,2020-09-01
Elizabeth,3,13.977071692768938,6,76.19590276735059,43.78388089938259,7,fish,Nairobi,2020-08-07
William,5,12.424546954061588,2,3.0086600169433986,36.126811059969434,5,turkey,Moscow,2020-10-25
Elizabeth,1,62.41842670959114,5,25.029624910669312,66.06440789453882,1,fish,Madrid,2020-03-17
William,5,25.081817780039817,8,26.685378720166895,4.7991805563618595,0,pig,Tokyo,2020-11-10
Ahmed,0,92.82764506531043,6,39.269897769593555,66.93517713407192,7,deer,Tokyo,2020-11-05
Elizabeth,1,70.8405408108578,5,96.70129577193254,0.9594488873497786,3,pig,Tokyo,2020-06-19
William,8,66.89814904174074,9,0.18706355205257985,37.953328260160866,5,deer,Lisbon,2020-10-17
Mary,4,94.94888508470476,3,66.90518792637243,56.94475427890223,8,fish,Nairobi,2020-09-30
Ahmed,1,52.460697100451185,9,85.98190838266919,16.721469359950436,4,deer,Nairobi,2020-03-23
Susan,1,26.843562500254915,9,48.282400547679075,13.080496781602069,8,pig,Nairobi,2020-06-12
Mary,2,81.70852869081256,7,53.31795770766443,10.901094663223798,7,fish,Tokyo,2020-07-23
Ahmed,6,29.257912405937358,5,21.592996474384364,91.70664172515912,5,deer,Tokyo,2020-03-20
Susan,6,80.66486967357993,0,21.142618983933225,0.312515824908699,8,crab,Lisbon,2020-09-13
Susan,2,16.13648052351038,7,79.43481367188993,18.04991146553646,9,fish,Nairobi,2020-07-08
William,8,28.124144503232262,5,15.866160010383723,27.975140151310807,9,turkey,Madrid,2020-02-04
William,3,66.99561900365717,3,5.431009052176039,53.19249134552976,1,fish,Nairobi,2020-12-18
Elizabeth,8,69.8619398903198,3,24.743299180930123,8.875829640679989,5,crab,Tokyo,2020-01-25
Elizabeth,1,60.19826956525398,9,8.894332188747567,70.78078498001997,1,fish,Tokyo,2020-10-16
Ahmed,1,96.46961052036525,0,68.29522666359019,85.07949030443966,3,deer,Tokyo,2020-07-18
Mary,0,56.83932890319176,9,99.10944715910573,21.404635841309528,4,deer,Nairobi,2020-02-17
William,2,40.88034435081405,9,24.37250617259661,3.3216345351576693,2,fish,Nairobi,2020-12-18
Elizabeth,0,42.396903167870846,9,59.51358735549823,67.23935213347318,7,deer,Moscow,2020-02-07
Mary,9,20.314600836859043,1,77.82741502594642,71.94223880855971,8,pig,Nairobi,2020-07-19
Elizabeth,9,51.88850820432774,2,60.93198684408845,75.286780044489,1,pig,Lisbon,2020-11-01
Ahmed,4,49.71746407949489,4,68.49554758192821,11.768049931847735,0,crab,Lisbon,2020-02-13
Elizabeth,1,71.86410567243234,9,12.392871820521556,51.536631185977576,2,pig,Tokyo,2020-10-23
Ahmed,5,18.557106488175222,6,18.31549128625891,10.744916485625478,8,turkey,Tokyo,2020-10-07
Ahmed,1,41.36775639673708,8,40.47857878942914,46.76927684551497,8,turkey,Tokyo,2020-03-09
Ahmed,6,67.86887379722225,8,43.72045289814138,89.67529593645135,9,crab,Tokyo,2020-05-19
Susan,1,62.63888573260713,6,58.91618941171264,29.94728523490785,5,pig,Tokyo,2020-11-24
Mary,2,45.364446612723995,8,72.95051322022947,47.09143997641762,4,deer,Moscow,2020-10-30
Mary,3,3.0588830886453144,1,47.08135529696945,86.16304390405264,3,pig,Moscow,2020-11-14
Ahmed,7,65.78142155779665,6,10.495027692625126,96.98744843267883,4,pig,Moscow,2020-08-30
Mary,4,93.61799921350958,6,24.09728790730177,62.03043312279936,8,pig,Lisbon,2020-03-04
Elizabeth,6,5.781565917293885,0,58.17240321449376,84.28143442571645,1,fish,Madrid,2020-04-02
Ahmed,4,0.8534910625524805,8,5.939724574281868,87.096415505909,4,crab,Madrid,2020-10-26
Susan,9,77.20050562872774,3,88.64542386316828,31.136651040423736,5,crab,Lisbon,2020-04-24
Susan,4,49.30754930488065,2,13.911148637522686,98.18917738593966,2,deer,Moscow,2020-10-14
Susan,0,62.0128731498505,9,63.64531558236655,7.4421680521179585,5,fish,Madrid,2020-10-08
William,0,15.996778905381836,5,71.65151236331647,62.133852840987856,4,turkey,Tokyo,2020-11-07
William,8,7.14000539669577,8,36.73991721819074,3.6969201083036363,0,fish,Moscow,2020-04-09
William,2,42.22853810401852,7,63.78886807376901,0.8813306741499827,4,deer,Tokyo,2020-03-09
Susan,9,22.853506625629105,1,29.300197871783396,17.811678262841546,9,pig,Lisbon,2020-09-06
Mary,6,65.11772433573772,6,84.73703595897523,60.88818087789335,8,crab,Nairobi,2020-11-24
Mary,6,39.26974917572233,8,61.62210023430234,95.83935854227302,8,deer,Moscow,2020-04-01
Susan,6,28.266546237526512,6,28.700210228140932,53.911889715091675,2,pig,Tokyo,2020-11-15
Elizabeth,6,44.36673159918573,2,54.329322112960035,96.53250470919973,7,pig,Moscow,2020-07-17
William,5,85.15779464196262,3,54.461636640116716,17.271554313135585,7,turkey,Moscow,2020-09-13
Ahmed,1,61.98155684493919,2,30.00505739540048,8.02448111389632,8,crab,Madrid,2020-10-08
Ahmed,9,51.29771536446298,9,94.39240432529041,53.608447500541565,8,pig,Tokyo,2020-06-28
Susan,6,8.293814740612293,5,7.713538923329244,97.23813642045648,1,crab,Tokyo,2020-11-14
Ahmed,2,74.03542381587043,6,46.58683976673955,39.07843011953006,6,deer,Moscow,2020-10-26
Mary,5,75.10946822893658,3,26.885062714622677,8.953369120205002,6,turkey,Moscow,2020-04-27
William,8,82.05801584526132,5,35.168993768114646,33.87011763798087,4,deer,Nairobi,2020-04-28
Ahmed,8,71.24895525217624,0,90.32877081488657,37.58257017865609,2,pig,Tokyo,2020-02-13
Ahmed,6,3.4596093480652956,3,14.201853612448955,97.41394516657422,9,deer,Moscow,2020-06-03
Susan,8,13.519870684571844,7,16.62333808183498,53.39572318723608,3,deer,Lisbon,2020-02-07
Elizabeth,2,86.08459030782413,3,66.24187718693288,83.11159580430773,0,pig,Nairobi,2020-03-06
Elizabeth,0,47.396288439792556,9,82.18284719859582,3.117396703103492,9,pig,Madrid,2020-02-20
Ahmed,9,6.5419684806947265,7,6.1441567767936185,7.974529592349688,5,pig,Nairobi,2020-04-23
Elizabeth,9,12.023390855652572,1,21.736461595964528,80.53025371334182,4,pig,Lisbon,2020-09-15
William,2,78.4865254690573,8,79.55358526266471,12.70866775823677,1,crab,Lisbon,2020-05-25
Mary,7,28.877937387016996,6,56.8120604527641,12.328467450145663,5,pig,Nairobi,2020-03-14
Ahmed,7,40.130063473986645,5,66.36410772938511,33.93091360549748,1,fish,Madrid,2020-11-10
William,7,31.068781650629628,5,3.4651178623372636,1.2600176207867575,6,pig,Moscow,2020-11-28
Ahmed,9,42.733660082513246,0,92.2017559682355,58.924486679948004,2,fish,Tokyo,2020-03-03
Mary,8,54.28920210185259,2,50.500940047256,91.20655384918068,6,crab,Tokyo,2020-10-11
Elizabeth,1,51.31216143946017,3,54.50635275270462,41.929023510874444,0,crab,Moscow,2020-06-30
Susan,3,10.469151346981565,0,35.5032833649429,77.17796789308913,4,pig,Tokyo,2020-03-26
William,7,23.828603429516804,3,63.89865959890507,90.05312375871905,4,crab,Nairobi,2020-09-21
Susan,9,93.95551465416452,4,8.27126335458982,95.46816490024182,6,fish,Nairobi,2020-11-10
Ahmed,6,64.75003198001546,6,90.74295239433438,89.2584974779654,7,turkey,Tokyo,2020-02-13
William,8,90.49277677988862,5,54.33891902417248,60.34711681672301,8,pig,Madrid,2020-08-11
Susan,1,53.035991738438085,0,50.85273587334088,76.99862044009913,7,turkey,Tokyo,2020-03-11
Mary,2,68.25169683631437,0,79.97804130746941,27.25317008015079,6,crab,Tokyo,2020-04-08
William,0,83.74441875064275,9,96.8352810714503,16.51094243382083,9,deer,Lisbon,2020-03-28
Mary,8,47.46189583588092,6,95.96150316228129,17.182723158247914,2,crab,Lisbon,2020-01-31
Elizabeth,9,59.82404704188302,9,96.77307953613389,19.448850974987366,9,crab,Lisbon,2020-10-07
William,0,84.15772265036873,7,57.41402346105404,22.47767150602321,5,deer,Tokyo,2020-02-28
Mary,8,94.50983569029617,2,83.15106236437256,75.78222407749652,2,deer,Tokyo,2020-06-19
Susan,2,89.00049277440584,9,5.115755620913642,85.23194456560392,7,turkey,Nairobi,2020-08-03
Susan,9,35.02976768171283,3,72.26695542674798,8.618095852609752,7,turkey,Lisbon,2020-10-01
Mary,5,78.195634753952,3,89.1880029450419,10.736494713881106,1,pig,Nairobi,2020-07-24
Mary,0,0.950818048949742,9,51.66623295739415,62.85723528381785,7,pig,Madrid,2020-05-11
Elizabeth,3,53.874906485420716,8,72.95136012049355,15.808712049753826,7,pig,Lisbon,2020-08-15
Mary,5,50.21960175839898,3,27.499992093808658,16.11697673609398,8,crab,Moscow,2020-12-22
Susan,6,47.35411701406359,7,38.022968210051346,88.97323007898751,6,pig,Moscow,2020-10-11
Susan,4,17.168123965349448,0,80.08280220639203,45.6781546191455,7,fish,Lisbon,2020-05-30
Susan,5,39.258546175050654,7,16.999909251288447,39.781038376643295,8,deer,Lisbon,2020-04-02
Susan,3,83.63239662965339,2,74.64723115414242,0.08132937193341405,5,pig,Lisbon,2020-01-09
Ahmed,6,52.37808979130426,7,49.01493595778533,37.230534886438974,4,deer,Tokyo,2020-08-03
Susan,6,35.11842246129662,7,95.00366382090321,3.374718892688555,1,turkey,Moscow,2020-04-19
William,4,59.492868402811126,4,42.262495982181456,18.0680201297048,8,crab,Moscow,2020-11-14
Ahmed,6,36.44977220941696,8,31.97059893131019,79.12483357182654,9,fish,Tokyo,2020-01-21
Elizabeth,3,78.2704964428055,2,4.885766640430511,35.91034516139572,0,fish,Lisbon,2020-08-28
Elizabeth,3,55.436336464720384,0,85.04978570798278,68.81011575806313,5,crab,Nairobi,2020-07-22
William,4,88.08302295956511,1,42.34634192305657,20.069354260078864,7,pig,Lisbon,2020-09-03
Elizabeth,9,56.272966747935946,7,46.09487948884852,39.346368537983246,9,crab,Madrid,2020-12-27
Susan,8,67.79516505280934,6,2.354838582843699,50.12096351092418,8,crab,Lisbon,2020-12-21
Mary,7,31.34354767945058,7,66.34881062275662,12.418415422841733,9,deer,Tokyo,2020-10-09
Ahmed,7,52.097726049046436,8,90.94347744147946,17.78041967845716,3,crab,Tokyo,2020-12-27
Elizabeth,7,86.48151344879427,5,79.08645188318997,13.73761350818079,2,fish,Madrid,2020-10-16
Mary,7,82.4935583217546,9,2.3360444838042116,69.87432217327954,6,turkey,Moscow,2020-11-14
Mary,0,84.51631854698526,4,97.57903867360677,63.79247302015622,6,crab,Moscow,2020-05-29
Susan,2,85.39959852640217,4,45.54508791823778,73.3595202056067,8,deer,Lisbon,2020-01-08
William,2,81.81522103079635,2,79.66088372460429,49.11677155083765,9,pig,Madrid,2020-02-10
Elizabeth,4,28.05590539286421,5,13.267733966801876,86.67308234289597,3,fish,Moscow,2020-12-17
Ahmed,7,46.387077036985026,8,19.56713588836503,41.212571882484426,3,fish,Nairobi,2020-08-28
Mary,1,93.8162370795726,8,6.6753651569241175,44.879904671219684,3,pig,Madrid,2020-03-16
Elizabeth,9,71.44261879044788,8,85.18180159100565,17.02544643851861,9,crab,Moscow,2020-03-10
Ahmed,3,95.85278963337183,7,41.87522097569951,50.13158328946034,7,fish,Madrid,2020-01-03
William,0,37.02317938713474,6,85.80240530449619,6.160683036696968,5,turkey,Nairobi,2020-06-30
Susan,8,46.736722072999335,1,75.79018619041182,67.04159801851019,6,crab,Lisbon,2020-06-03
Elizabeth,6,95.80149906133667,7,19.312154742425815,33.456109632337174,2,pig,Madrid,2020-02-07
Susan,9,98.20996186722581,1,47.378448568073175,98.52588342838062,2,turkey,Lisbon,2020-06-06
William,4,71.44484161439489,6,48.32690322570885,40.73651216220709,9,fish,Tokyo,2020-12-07
William,9,80.00039903230498,4,46.18673212009089,53.756896450049766,2,fish,Lisbon,2020-02-13
William,7,3.4868231284635454,0,1.5377333623739942,91.42808429954165,0,fish,Nairobi,2020-10-05
Elizabeth,2,0.09096551379959017,0,92.99638351584964,51.97546992287974,7,crab,Lisbon,2020-05-07
Elizabeth,6,95.510012519914,6,29.312193878809147,28.919586472426715,6,fish,Nairobi,2020-03-14
Elizabeth,3,42.26330656647641,3,73.4666322826229,52.84832766296754,5,fish,Moscow,2020-03-02
William,3,37.938356130337546,8,71.24390374576114,87.03484954900124,3,pig,Madrid,2020-01-25
Elizabeth,0,48.00390002624374,4,63.56603169685524,19.73402323741722,9,turkey,Lisbon,2020-04-16
Susan,1,22.77163574689711,6,58.59401969169097,65.57547601962904,2,pig,Nairobi,2020-07-19
Ahmed,2,29.730169286237786,5,48.20184004882792,11.281016468466587,0,turkey,Moscow,2020-08-31
Susan,3,90.72427593789759,2,10.072402714082108,85.3096089686581,6,deer,Nairobi,2020-08-02
Susan,3,51.69215367345884,4,49.37073103438958,73.12114984061982,1,pig,Nairobi,2020-08-15
